ROUTE ID, SURVEYOR, QUANTITY (in M), FRESHNESS MONTH, VARIANT DESCRIPTION 
"20604","RAM",,"NOV","GFK SLK"
"20604","RAM",,"NOV","GF XPOD"
"20604","RAM",,"NOV","GFK SOCIAL 2POD"
"20604","RAM",,"NOV","GFK Blue"
"20604","RAM",,"NOV","GFK Mix Pod"
"20604","RAM",,"NOV","GFK Red"
"20604","RAM",,"NOV","GFP Blue"
"20604","RAM",,"NOV","NC Deluxe"
"20604","RAM",,"NOV","AC L.I.T."
"20604","RAM",,"NOV","AC NY COOL SLK"
"20604","RAM",,"NOV","Classic Double Burst"
"20604","RAM",,"NOV","B&H Gold Blue"
"20604","RAM",,"NOV","Capstan Spl"
"20604","RAM",,"NOV","GF Spl Mint"
"20604","RAM",,"NOV","GFK Twin Pod"
"20604","RAM",,"NOV","Classic Alphatec"
"20604","RAM",,"NOV","Uni Klov Sleeks"
"20604","RAM",,"NOV","Classic Verve"
"20604","RAM",,"NOV","Classic RefT"
"20604","RAM",,"NOV","Classic RT"
"20604","RAM",,"NOV","GF Indie Mint"
"20604","RAM",,"NOV","GFP"
"371","VIJAY JAISWAL",,"NOV","GFP Mint Switch"
"371","VIJAY JAISWAL",,"NOV","GFK SOCIAL 2POD"
"371","VIJAY JAISWAL",,"NOV","Uni Klov Sleeks"
"371","VIJAY JAISWAL",,"NOV","GFK Social Red"
"371","VIJAY JAISWAL",,"NOV","Classic Connect"
"371","VIJAY JAISWAL",,"NOV","Classic RT"
"371","VIJAY JAISWAL",,"NOV","GFP Blue"
"371","VIJAY JAISWAL",,"NOV","Players Mint"
"371","VIJAY JAISWAL",,"NOV","Bristol Spl"
"371","VIJAY JAISWAL",,"NOV","GFK Mix Pod"
"371","VIJAY JAISWAL",,"NOV","GFK SLK"
"371","VIJAY JAISWAL",,"NOV","GF XPOD"
"371","VIJAY JAISWAL",,"NOV","Classic BT"
"371","VIJAY JAISWAL",,"NOV","Classic Verve"
"371","VIJAY JAISWAL",,"NOV","GF Indie Mint"
"371","VIJAY JAISWAL",,"NOV","GF Spl Mint"
"371","VIJAY JAISWAL",,"NOV","GFK Red"
"371","VIJAY JAISWAL",,"NOV","Classic Clove"
"371","VIJAY JAISWAL",,"NOV","AC NY COOL SLK"
"371","VIJAY JAISWAL",,"NOV","GFK Blue"
"371","VIJAY JAISWAL",,"NOV","GFP"
"371","VIJAY JAISWAL",,"NOV","GFP Blue Mint Switch"
"371","VIJAY JAISWAL",,"NOV","GFK Twin Pod"
"371","VIJAY JAISWAL",,"NOV","Classic Alphatec"
"371","VIJAY JAISWAL",,"NOV","AC L.I.T."
"371","VIJAY JAISWAL",,"NOV","Capstan Spl"
"371","VIJAY JAISWAL",,"NOV","GF Neo Smart"
"371","VIJAY JAISWAL",,"NOV","Classic Verve BT"
"371","VIJAY JAISWAL",,"NOV","B&H Gold Blue"
"371","VIJAY JAISWAL",,"NOV","Classic Double Burst"
"371","VIJAY JAISWAL",,"NOV","Classic RefT"
"371","VIJAY JAISWAL",,"NOV","Classic Ice Burst"
"371","VIJAY JAISWAL",,"NOV","GFSS"
"371","VIJAY JAISWAL",,"NOV","NC Deluxe"
